name,opened_at,area,facilities,plants,notes,district,address,department,phone,image,lon,lat,avg_elevation,min_elevation,max_elevation,elevation_diff,avg_slope,area_score,elevation_score,slope_score,difficulty_score,difficulty
성수근린공원,1998.5.28 ,5197.7,조경시설 : 그늘시렁 1개소 돌담 2개소(251.31M) 돌담 장식대 84개소 운동시설 : 농구장 176.6㎡ 편익시설 : 음수대 1개소 벤치 25개소 광장 706㎡ 관리시설 : 공원등 24본,수 목 : 소나무 계수나무 감나무 등 20종 2844주 초 화 : 수호초 꽃잔디 애기나리 등 13종 9980본 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.,성동구,서울특별시 성동구 성수2가 3동 302-25,성동구청 공원녹지과,02-2286-5655,http://parks.seoul.go.kr/file/info/view.do?fIdx=1896,127.0524023,37.5448144,11.278886159261068,10.81441879272461,11.68358135223389,0.8691625595092809,0.0086916255950928,6.712054207036806e-08,0.0,0.0,2.0136162621110418e-08,easy
샛마을근린공원,1999.5.31,11467.0,농구대 2개소 체력단련시설 놀이터 다목적운동장,느티나무 단풍나무 등 28종 10197주 원추리 수호초 맥문동 등 3종 5710본,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강동구,서울특별시 강동구 명일1동 288,강동구청 푸른도시과,02-3425-8820,http://parks.seoul.go.kr/file/info/view.do?fIdx=1897,127.1471618,37.5504807,30.027867211235893,26.6457405090332,34.90280914306641,8.257068634033214,0.0825706863403321,1.4818837769981274e-07,0.06278416116769692,0.0627841611676969,0.04394895727390115,easy
여의도근린공원,1999.1.24 ,229539.0,건축물 : 8동 - 관리사무실(7.9㎡) 편의점3동(각 29.7㎡) 화장실7동(각104.28㎡)팔각정(27.72㎡) 사모정(8.91㎡) 공원지구대(264㎡) 공원파출소     - 자전거 도로 : 2.4km(폭4~6m) 산책로 : 3.9km(폭 2m)     - 한강둔치 연결 지하보도 : 120m(높이 2.5m 폭 8m)     - 공원등 : 334개소     - 스프링클러 : 6.4km 155개소     - 광장 : 24735㎡(7482평)     - 자전거보관대 : 2개소(16대)     - 연못 : 3개소 4848㎡( 지당연못 3530㎡ 생태연못 730㎡ 잔디마당연못 588㎡) ,수 목 : 소나무 느티나무 은행나무 마가목 자작나무 무궁화 좀작살 라일락 산수유 구상나무 계수나무 모과나무 정향나무 등 교목 87종 13863주 관목 45종 205051주     - 초 화 : 32종 342866본    ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,영등포구,서울특별시 영등포구 여의공원로 68 (여의도동),서부공원여가센터,02-761-4078~9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1898,126.922377,37.526129,11.543373531765408,9.83318042755127,13.74035930633545,3.90717887878418,0.0390717887878417,2.968060620435726e-06,0.025817776281317928,0.025817776281317855,0.018073333815108658,easy
간데메근린공원,1996,15179.7,"화장실 1동, 팔각정 1개, 파고라 4동, 자전거보관대 1개소, 운동기구 12개, 놀이시설 3대, 조합놀이대 1대, 관리사무소 등","소나무, 섬잣나무, 맥문동, 줄사철 등",일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동대문구,서울특별시 동대문구 서울시립대로2길 59(간데메공원),동대문구청 정원도시과,02-2127-4772,http://parks.seoul.go.kr/file/info/view.do?fIdx=1899,127.0488644,37.5732438,14.644054306877983,11.7850227355957,17.86861801147461,6.08359527587891,0.0608359527587891,1.9619701556072853e-07,0.044313474042610726,0.04431347404261074,0.03101949068893218,easy
훈련원근린공원,1997.6.30,17927.9,광장 2개소 야외의자 36기 운동기구 9기 종합체육관 화장실 등,수 목 : 소나무 등 26종 22771주 초화류 : 비비추 맥문동 새덤 등 9600본 잔디 9029㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 반려동물 동반 시 목줄 착용 및 배변 수거하여 주세요 . 야영 취사행위 및 불을 피우지 않습니다. 행상 또는 노점에 의한 상행위를 하지 않습니다. 이륜 이상의 바퀴가 있는 동력장치 출입을 제한합니다(장애인 또는 노약자 제외). 무단 경작 및 무단 채취를 하지 않습니다. 음주/가무/흡연/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중구,서울특별시 중구 을지로 227,중구청 공원녹지과 ,02-3396-5852,https://parks.seoul.go.kr/file/info/view.do?fIdx=229887,127.0038188,37.5675245,20.26587592230903,18.8996467590332,21.5210075378418,2.621360778808601,0.026213607788086,2.3173377817806058e-07,0.014890592041714468,0.01489059204171447,0.010423483949333581,easy
영등포근린공원,1998.7.8,61544.0,관리시설 : 관리사무소 공원등 안내판 조경시설 : 음악분수 파고라 연못 개울 벽천 잔디밭 운동시설 : 농구장 배드민턴장 풋살경기장 편익시설 : 주차장 공중전화 음수전 화장실 의자 휴양시설 : 야외정자,수 목 : 소나무 층층나무 등 56종 50551주 초 화 : 옥잠화 각시붓꽃 등 38종 26945본,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,영등포구,서울특별시 영등포구 신길로 275,영등포구청 정원도시과,02-2670-3764,,126.910662,37.515423,14.241150538126629,11.2500171661377,16.45780944824219,5.20779228210449,0.0520779228210449,7.95730209294361e-07,0.03687069448401599,0.036870694484015996,0.025809724857873983,easy
보라매공원,1986.5.5,406705.0,"조경시설: 잔디마당, 수경시설(연못, 벽천 등), 철쭉동산 등 운동시설: 중앙트랙, 인조잔디축구장, 테니스장, 다목적운동장, 배드민턴장, 인공암벽등반장, 게이트볼장, 맨발길, 야외운동기구(평행봉 등 28종), 농구장, X-game장, 인라인스케이트장, 편익시설:주차장, 매점, 음수대, 그늘막, 화장실, 벤치 유희시설: 풍경놀이터, 어린이놀이터, 바닥분수, 테마물놀이터, 에어파크 교양시설:서울시립보라매청소년센터, 보라매안전체험관 기타시설:서울시립관악노인종합복지관, 서울시립발달장애인복지관, 서울시립남부장애인종합복지관, 동작경찰서 보라매파견소 등",은행 느티 버즘 모감주 소나무 병꽃나무 등 105종 334671주,"공원을 깨끗하게 이용해주세요. 대중교통을 이용해 주세요. 기념물, 시설물, 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 반려동물 동반시 환경보호와 대중의 이용에 불편함이 없도록 서로 배려하는 마음으로 이용하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ",동작구,서울특별시 동작구 여의대방로20길 33(보라매공원),서부공원여가센터 보라매공원관리사무소,02-2181-1113~4,http://parks.seoul.go.kr/file/info/view.do?fIdx=1902,126.918289,37.492333,16.550455305311417,14.8261079788208,19.87143516540527,5.045327186584469,0.0504532718658446,5.2589805265059724e-06,0.03549002794083561,0.03549002794083554,0.02484459725274286,easy
어린이대공원,1973.5.5 ,536094.5,교양시설：46개소(야외음악당 등) 조경시설：7개소(분수대 등) 유희시설：4종(놀이동산 등)   편익시설：24개소(식당 등) 동물원：53종 519마리 식물원：222종 5015본 ,"수목：157종 412,417주",일반사항 차량 오토바이 자전거 퀵보드 인라인 스케이트 등은 출입을 금지합니다. (사전 승인을 받은 관리차량 제외) 애완동물은 수용동물 안전 및 전염병 예방을 위해 들어갈 수 없습니다. 동물들에게 음식을 주지 마세요. 공원내 주류 및 취사 도구의 반입을 금지합니다. 공원에서는 행상 또는 노점에 의한 상행위 노숙을 할 수 없습니다. 공원시설 나무 꽃 등을 훼손하거나 열매를 채취하지 마세요. (위반시 과태료 부과) 시설 이용시 안전이 최우선! 무리한 이용 및 위험한 행동을 하지 마세요. 행사 등 시설 예약은 서울어린이대공원으로 신청하세요. 쓰레기는 반드시 지정된 장소에 버려주시기 바랍니다. ,광진구,서울특별시 광진구 능동로 216(서울어린이대공원),서울시설공단,02-450-9311,http://parks.seoul.go.kr/file/info/view.do?fIdx=1903,127.0809212,37.5498987,29.31420834859212,21.36186027526855,40.93564987182617,19.57378959655762,0.1957378959655762,6.932106189367222e-06,0.15895631409355435,0.15895631409355435,0.11127149949734486,easy
천호근린공원,1998.6.20 ,26696.8,기반시설 : 광장   조경시설 : 연못 1개소   운동시설 : 배드민턴장 농구장 족구장 체력단련시설 등 교양시설 : 야외무대 1개소  편의시설 : 벤치(등받이) 벤치 팔각정자 1개소 평상  원형테이블 피크닉테이블 음수대,수 목 : 소나무 잣나무 대추나무 감나무 등 72종 11 876주 초 화 : 꽃창포 구절포 비비추 복수초 맥문동 등 33종 19680본 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강동구,서울특별시 강동구 올림픽로 702(천호공원),동부공원여가센터 공원운영과,02-474-2770/ 02-489-2776,http://parks.seoul.go.kr/file/info/view.do?fIdx=1904,127.1263451,37.5444741,16.760391765170628,15.76643562316895,18.03718757629395,2.2707519531249982,0.0227075195312499,3.451237489644382e-07,0.0119110358864943,0.01191103588649424,0.00833782865767068,easy
용산가족공원,1992.11.5 ,75900.0,조경시설 : 잔디광장 연못 4개소(6740㎡) 정자3 원두막2 자연학습장 맨발공원 태극기공원 운동시설 : 철봉 평행봉 역기 윗몸일으키기 등배치기 등 13점 편익시설 : 주차장(50대) 음수대 공중전화 화장실 벤치 자동판매기 교양시설 : 국제조각품 9점 기타시설 : 야외예식장 빗물펌프장 공원가로등(59본 118등),수 목 : 은행 느티 버즘 잣나무 산사 구상나무 등 70종 45000주 동 물 : 호로새 공작 토끼 등 5종 33수 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,용산구,서울특별시 용산구 서빙고로 185,중부공원여가센터,02-792-5660,http://parks.seoul.go.kr/file/info/view.do?fIdx=1905,126.983335,37.522226,17.602847841050888,13.78819561004639,23.6252498626709,9.837054252624508,0.098370542526245,9.813665400324509e-07,0.07621125007755036,0.07621125007755031,0.05334816946424725,easy
독립근린공원,1992.8.15,113021.7,방문자센터(관리사무소 위치) 순국선열추념탑 서재필선생동상 독립관(순국선열 위패봉안소) 3?1독립선언기념탑 독립문 형무소 역사관 이진아기념도서관 ,,서대문독립공원 개방시간 : 24시간 연중무휴 관람시 유의사항 화단과 관람지역 외의 출입을 제한합니다.(잔디휴식년제를 적용하고 있으므로 잔디출입을 삼가해주세요) 식물 씨앗 및 과실 등의 채취 및 반출을 제한합니다. 공원내에서는 취사행위를 할 수 없습니다.(가스버너등 화기를 이용한 조리행위 금지) 간단한 도시락은 가져올 수 있으나 단체배식후 잔반 및 쓰레기는 반드시 회수하여 가져가시기 바랍니다. 공원내 전 지역은 금연 구역입니다. 공원내에서는 대형 에드벌룬 무인조종항공기(드론 포함)를 설치 조작할수 없습니다. (http://www.cdc.mil.kr/popup/aoc/index.html) 비행금지 구역으로 경찰조사를 받으실 수 있으니 유의하시기 바랍니다. 애완견은 목줄착용 및 배변봉투를 지참하시기 바랍니다. 공원 주변 아파트가 인접하여 고성방가를 할 수 없습니다. (단체로 노래 및 박수를 치는 행위 종교행사 엠프 악기연주 확성기를 이용한 행위 금지) 공원내 차량/오토바이 진입을 통제하고 있습니다. 개인이 가져오신 쓰레기는 반드시 되가져 가시고 귀가 시에는 주변을 정리정돈 해주시기 바랍니다 프로그램 예약신청은 인터넷으로만 가능  유모차 휠체어 대여시 방문자센터내 공원관리사무소로 방문하시면 가능합니다. 형무소 역사관은 서대문구 도시관리공단에서 관리하고 있으며 별도로 문의하시기 바랍니다. (홈페이지 : http://sscmc.or.kr  전화번호 : 363-9750),서대문구,서울특별시 서대문구 통일로251(독립공원),서부공원여가센터 독립공원,02-364-4686,http://parks.seoul.go.kr/file/info/view.do?fIdx=1907,126.956771,37.5738289,55.02138476901584,47.93118667602539,64.67413330078125,16.74294662475586,0.1674294662475585,1.4613843847496532e-06,0.13489914558204255,0.13489914558204247,0.09442984032274518,easy
