name,opened_at,area,facilities,plants,notes,district,address,department,phone,image,lon,lat,area_size,search_text,is_dog_forbidden,has_dog_park,has_parking,is_hilly,has_restroom,has_store,has_lawn,has_water
감로천생태공원(관악산),2002.7.15,총 15000㎡,생태연못 3개소 감로천별빛다리 목재데크길 야외운동기구 등,수 목 : 물철쭉 진달래 생강나무 단풍나무 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,금천구,서울특별시 금천구 독산동 373 일대,금천구 공원녹지과,02-2627-1655,http://parks.seoul.go.kr/file/info/view.do?fIdx=1913,126.9079509,37.469625,15000.0,생태연못 3개소 감로천별빛다리 목재데크길 야외운동기구 등 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  수 목 : 물철쭉 진달래 생강나무 단풍나무 ,False,False,False,False,False,False,False,False
개운산근린공원,1995.5.3,297926㎡,공원이용지원센터 화장실 산책로(산마루길 목재데크산책로 오솔길 등) 자연학습장 지압보도 축구장 배드민턴장 족구장 정자 등,수 목 : 잣나무 참나무류 팥배나무 산벚나무,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,성북구,서울특별시 성북구 북악산로 949-73(돈암동 6-1),성북구청 공원녹지과,02-2241-3667,http://parks.seoul.go.kr/file/info/view.do?fIdx=1914,127.0252858,37.5965837,297926.0,공원이용지원센터 화장실 산책로(산마루길 목재데크산책로 오솔길 등) 자연학습장 지압보도 축구장 배드민턴장 족구장 정자 등 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  수 목 : 잣나무 참나무류 팥배나무 산벚나무,False,False,False,False,True,False,False,False
개웅산근린공원,1971.8.6,411972㎡,배드민턴장 철봉 허리돌리기 역기 등 운동기구,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다 ,구로구,서울특별시 구로구 오류동 산13-1,구로구청 공원녹지과,02-860-3165,http://parks.seoul.go.kr/file/info/view.do?fIdx=1915,126.8485734,37.4888943,411972.0,배드민턴장 철봉 허리돌리기 역기 등 운동기구 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다  ,False,False,False,False,False,False,False,False
경희궁,2002,98470㎡,자정전 흥화문 (서울특별시 유형문화재 제19호) 숭정전,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 새문안로 55(신문로2가 2-1),종로구청 도시녹지과,02-2148-2842,http://parks.seoul.go.kr/file/info/view.do?fIdx=1918,126.9685341,37.570773,98470.0,자정전 흥화문 (서울특별시 유형문화재 제19호) 숭정전 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
국립서울현충원,1955.7.15,"1,433,079㎡","현충탑, 현충관, 호국전시관, 충열대, 충성분수대, 무명용사 봉안실, 제1?2충혼당","소나무, 잣나무, 단풍나무, 배롱나무, 이팝나무, 산딸나무, 수양벚나무, 은행나무, 무궁화, 산수유","현충원 방문 시 유의사항1. 국립묘지 존엄을 훼손하는 행위 금지2. 고성방가, 음주가무, 유흥, 애완동물 동행, 쓰레기 투기, 세차, 흡연 금지3. 수렵, 과실 및 산채 채취, 수목류 훼손 금지4. 운전연습 또는 20km/h 이상 주행 및 일방통행지역 역주행 금지",동작구,"서울특별시 동작구 현충로 210(동작동, 국립서울현충원)",국립서울현충원,02-1522-1555,http://parks.seoul.go.kr/file/info/view.do?fIdx=1919,126.9736849,37.4998621,1.0,"현충탑, 현충관, 호국전시관, 충열대, 충성분수대, 무명용사 봉안실, 제1?2충혼당 현충원 방문 시 유의사항1. 국립묘지 존엄을 훼손하는 행위 금지2. 고성방가, 음주가무, 유흥, 애완동물 동행, 쓰레기 투기, 세차, 흡연 금지3. 수렵, 과실 및 산채 채취, 수목류 훼손 금지4. 운전연습 또는 20km/h 이상 주행 및 일방통행지역 역주행 금지 소나무, 잣나무, 단풍나무, 배롱나무, 이팝나무, 산딸나무, 수양벚나무, 은행나무, 무궁화, 산수유",False,False,False,False,False,False,False,False
계남근린공원,1971.8.6,603715.2㎡,"장군정(정상) 1동 다목적구장(실내 배드민턴장) 생태연결통로(계남1, 2공원 연결) 야외무대 약수터 3개소 각종 운동시설(게이트볼장 족구장 등) 화장실 2개동 ",소나무 참나무 잣나무,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 신정동 산44-2일대,양천구청 공원녹지과,02-2620-3576,http://parks.seoul.go.kr/file/info/view.do?fIdx=1920,126.8479643,37.5138358,603715.2,"장군정(정상) 1동 다목적구장(실내 배드민턴장) 생태연결통로(계남1, 2공원 연결) 야외무대 약수터 3개소 각종 운동시설(게이트볼장 족구장 등) 화장실 2개동  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 참나무 잣나무",False,False,False,False,True,False,False,False
고척근린공원,1988.12,108120㎡,도서관 어린이놀이터 배드민턴장 테니스장 운동장 조깅트랙 구민체육센터 운동기구 농구장,소나무 섬잣나무 계수나무 36종 16462주,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,구로구,서울특별시 구로구 고척로45길 39(고척공원),구로구청 공원녹지과,02-860-2396,http://parks.seoul.go.kr/file/info/view.do?fIdx=1921,126.8521495,37.5042944,108120.0,도서관 어린이놀이터 배드민턴장 테니스장 운동장 조깅트랙 구민체육센터 운동기구 농구장 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 섬잣나무 계수나무 36종 16462주,False,False,False,False,False,False,False,False
파리근린공원,1987.6.30  ,29619.3㎥,분수(벽천 무지개 분수 곡사분수 바닥분수) 자수화단 야외무대 모형 에펠탑 각종 운동시설(건강라운지) 관리사무소(화장실) 1개동 등 ,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 목동동로 363 ,양천구청 공원녹지과,02-2620-3576,http://parks.seoul.go.kr/file/info/view.do?fIdx=1922,126.8763932,37.5349739,29619.3,분수(벽천 무지개 분수 곡사분수 바닥분수) 자수화단 야외무대 모형 에펠탑 각종 운동시설(건강라운지) 관리사무소(화장실) 1개동 등  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,True,False,False,False
허준공원,1993.10.31 ,29843.8㎡ ,연못(5100㎡) 정자 어린이 놀이 시설 허준 동상 음악분수 ,스트로브 잣나무 소나무 은행나무 느티나무 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 허준로5길 42,강서구청 공원녹지과,02-2600-4186,http://parks.seoul.go.kr/file/info/view.do?fIdx=1923,126.8526745,37.5679874,29843.8,연못(5100㎡) 정자 어린이 놀이 시설 허준 동상 음악분수  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  스트로브 잣나무 소나무 은행나무 느티나무 ,False,False,False,False,False,False,False,False
궁동근린공원,1940.3.12,126026㎡ ,조경시설 : 파고라 3동 편의시설 : 실내체육관 1동 정자 2동 평의자 30조 관리시설 : 종합안내판 1조 초화류안내판 2개 기반시설 : 도로 산책로 등 ,수목 : 왕벚나무 소나무 히말라야시더 배롱나무 대나무 스트로브잣나무 느티나무 대왕참나무 등 초화 : 맥문동 수호초 사사 세덤류 바위솔류,,서대문구,서울특별시 서대문구 성산로7길 19-24(궁동공원) ,서대문구청 푸른도시과,02-330-1965,http://parks.seoul.go.kr/file/info/view.do?fIdx=1924,126.9229851,37.5690506,126026.0,조경시설 : 파고라 3동 편의시설 : 실내체육관 1동 정자 2동 평의자 30조 관리시설 : 종합안내판 1조 초화류안내판 2개 기반시설 : 도로 산책로 등   수목 : 왕벚나무 소나무 히말라야시더 배롱나무 대나무 스트로브잣나무 느티나무 대왕참나무 등 초화 : 맥문동 수호초 사사 세덤류 바위솔류,False,False,False,False,False,False,False,False
궁산근린공원,1996.12.19 ,135002.7㎡ ,소악루 양천고성지 양천향교 자연학습탐방로 사진촬영전망대 ,아까시나무 리기다소나무 현사시나무 잣나무 때죽나무 층층나무 등   ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 가양동 산4-7,강서구청 공원녹지과,02-2600-4185,http://parks.seoul.go.kr/file/info/view.do?fIdx=1925,126.838952,37.5735645,135002.7,소악루 양천고성지 양천향교 자연학습탐방로 사진촬영전망대  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  아까시나무 리기다소나무 현사시나무 잣나무 때죽나무 층층나무 등   ,False,False,False,False,False,False,False,False
까치산근린공원,1971.8.6 ,384026㎡ ,임당 정공 신도비 ,리기다소나무 느티나무 아까시나무 때죽나무 상수리나무 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 사당동 산32,동작구청 공원녹지과,02-820-1385,http://parks.seoul.go.kr/file/info/view.do?fIdx=1926,126.9640735,37.4845836,384026.0,임당 정공 신도비  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  리기다소나무 느티나무 아까시나무 때죽나무 상수리나무 ,False,False,False,False,False,False,False,False
꿩고개근린공원,1977.7.14 ,180000㎥,게이트볼장 정자 지압로 약수터음수전 ,아까시나무 리기다소나무 상수리나무 등 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 방화동 산110,강서구청 공원녹지과,02-2600-4186,http://parks.seoul.go.kr/file/info/view.do?fIdx=1927,126.8157075,37.5801585,180000.0,게이트볼장 정자 지압로 약수터음수전  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  아까시나무 리기다소나무 상수리나무 등 ,False,False,False,False,False,False,False,False
노량진공원,1993.4.17 ,415610㎡,조깅트랙 다목적운동장 공군충혼탑 장애인운동시설 테니스장 산책로 ,소나무 느티나무 은행나무 상수리나무 아까시나무 계수나무 모과나무 회화나무 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 대방동 519(여의대방로44길 39),동작구청 공원녹지과,02-820-1383,http://parks.seoul.go.kr/file/info/view.do?fIdx=1928,126.927319,37.507396,415610.0,조깅트랙 다목적운동장 공군충혼탑 장애인운동시설 테니스장 산책로  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 느티나무 은행나무 상수리나무 아까시나무 계수나무 모과나무 회화나무 ,False,False,False,False,False,False,False,False
답십리근린공원,1998,160720㎡,휴게소 5개소 그늘시렁 6동 종합체육시설 배드민턴장 문화회관,잣나무 소나무 아까시나무,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동대문구,서울특별시 동대문구 답십리로 209(답십리공원) ,동대문구청 정원도시과,02-2127-4772,http://parks.seoul.go.kr/file/info/view.do?fIdx=1929,127.0626512,37.507396,160720.0,휴게소 5개소 그늘시렁 6동 종합체육시설 배드민턴장 문화회관 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  잣나무 소나무 아까시나무,False,False,False,False,False,False,False,False
대모산도시자연공원,1989.11.23 ,2277252㎡ ,화장실 1동 약수터 1개소 편익시설 44개 다목적 운동장 1개소 ,소나무 느티나무 은행나무 상수리나무 회화나무주 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. 주 등산로와 정류장(지하철버스) 연계현황 주 등산코스와 대중교통은 비교적 잘 연계되어 있으며 대중교통 하차 후 등산로에 접근할 수 있도록 하는 안내판 설치가 필요하여 현장조사 후 11월 중 설치예정임(2014. 주민참여예산 활용) ,강남구,서울특별시 강남구 광평로10길 30-71(대모산공원) ,강남구청 공원녹지과,02-3423-6283,http://parks.seoul.go.kr/file/info/view.do?fIdx=1930,127.0809639,37.4796489,2277252.0,화장실 1동 약수터 1개소 편익시설 44개 다목적 운동장 1개소  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. 주 등산로와 정류장(지하철버스) 연계현황 주 등산코스와 대중교통은 비교적 잘 연계되어 있으며 대중교통 하차 후 등산로에 접근할 수 있도록 하는 안내판 설치가 필요하여 현장조사 후 11월 중 설치예정임(2014. 주민참여예산 활용)  소나무 느티나무 은행나무 상수리나무 회화나무주 ,False,False,False,True,True,False,False,False
탑골근린공원,1971.8.6 ,19599.70㎥ ,원각사지10층석탑 팔각정 3.1운동기념탑 손병희선생 동상 한용운선생 기념비 우물 편의시설 ,소나무 느티나무 등 29종 9912주 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 종로 99,종로구청 도시녹지과,02-2148-2843,http://parks.seoul.go.kr/file/info/view.do?fIdx=1931,126.9882853,37.5710052,19599.7,원각사지10층석탑 팔각정 3.1운동기념탑 손병희선생 동상 한용운선생 기념비 우물 편의시설  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 느티나무 등 29종 9912주 ,False,False,False,False,False,False,False,False
갈산근린공원,1971.8.6 ,138596㎡ ,갈산정(정상) 1동 교통교육관 및 전시물 교통안전교육 체험장 어린이놀이터 멀티코트장 등 중심광장 전망대 각종 운동시설 ,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 신정동 162-56,양천구청 공원녹지과,02-2620-3576,http://parks.seoul.go.kr/file/info/view.do?fIdx=1932,126.8689146,37.5082119,138596.0,갈산정(정상) 1동 교통교육관 및 전시물 교통안전교육 체험장 어린이놀이터 멀티코트장 등 중심광장 전망대 각종 운동시설  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
천마근린공원,2002.10.30 ,185295㎥ ,어린이안전공원 축구장 배드민턴장 체력단련장 ,소나무군락(3.6%) 밤나무군락(3.9%) 현사시군락(5%) 아카시아군락(11%) 잣나무조림지(26%) ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,송파구,서울특별시 송파구 마천동 산 1-1,송파구청 공원녹지과,02-400-0978,http://parks.seoul.go.kr/file/info/view.do?fIdx=1936,127.1586644,37.5005173,185295.0,어린이안전공원 축구장 배드민턴장 체력단련장  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무군락(3.6%) 밤나무군락(3.9%) 현사시군락(5%) 아카시아군락(11%) 잣나무조림지(26%) ,False,False,False,False,False,False,False,False
도곡근린공원,1977.7.9,254648㎡,배드민턴장 약수터 화장실 정자 다목적 운동장 ,상수리나무 신갈나무 소나무 오리나무 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강남구,서울특별시 강남구 도곡동 산31-1,강남구청 공원녹지과,02-3423-6248,http://parks.seoul.go.kr/file/info/view.do?fIdx=1937,127.0450338,37.4903127,254648.0,배드민턴장 약수터 화장실 정자 다목적 운동장  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  상수리나무 신갈나무 소나무 오리나무 ,False,False,False,False,True,False,False,False
